Index,arXiv ID,Keywords
2844,2310.08555v1,"Euclidean path integral, Linearized gravity, DeWitt parameter, Contour selection, AdS-Schwarzschild black holes, Thermal boundary conditions, Path-integral stability, Thermodynamic stability, De Donder-like gauge condition, Fluctuation operator"
2845,2310.08545v2,"Gauge origami, Quiver W-algebras, D-branes, Quantum algebraic formalism, Contour integral formulas, QQ-characters, Affine quiver W-algebra, BPS/CFT correspondence, Bethe ansatz equations, Calabi-Yau four-folds"
2846,2310.08522v2,"Euclidean path integral, thermal partition function, curved static space-times, non-compact spatial sections, Killing horizon, scattering phase shift, UV divergence, total derivative, inverse temperature, vacuum energy"
2847,2310.08516v1,"Enhanced symmetries, Minimally-twisted, Three-dimensional supersymmetric theories, Holomorphic-topological twists, N = 2 theories, Infinite dimensional Lie superalgebras, N = 4 Yang-Mills theories, Superconformal Chern-Simons theories, Symmetries, Local operators"
2848,2310.08427v2,"Star-triangle relation, Boltzmann weights, Ising-type model, Statistical mechanics, Spin variables, Lattice, Quantum affine algebra, Partition function, Free-fermion model, Intertwiner"
2849,2310.08343v3,"Deconfined quantum criticality, Neel-VBS phase transition, CP^N-1 model, Conformal bootstrap study, SO(5) invariant fixed points, Singlet operator, Tricritical point, SU(2)× U(1) singlets, Monopole operator scaling dimensions,  Neel-VBS phase transition"
2850,2310.08124v1,"Turbulence, String worldsheet, Boundary driven, Anti de Sitter (AdS) spacetime, Integrability, Open string, Worldsheet boundaries, Classical motion, Numerical investigations, Dynamics"
2851,2310.07993v1,"Brane field theory, Higher-form symmetry, Landau theory, p-dimensional objects, Fundamental field, Higher-dimensional, U(1) p-form symmetry, Low-energy effective theory, Topological field theory, Superconductor"
2852,2310.07965v3,"Class 𝒮, S^2, 2d 𝒩=(0,2), 𝒩=(0,4) theories, Compactifying, Topological twist, Elliptic genera, TQFT structure, Riemann surfaces, Chiral algebra"
2853,2310.07960v3,"Open string pair production, Collinear magnetic field, Electric field, D3 brane, Parallel separated D3 branes, QED (Quantum Electrodynamics), Weak field limit, Non-perturbative stringy rate, String theory, Physics"
2854,2310.07876v2,"Higher derivative consistent truncations, Heterotic supergravity, Group manifold reduction, S^3, 7D gauged supergravity, Vector multiplets, Equations of motion, Supersymmetry variations, Four-derivative level, Consistency"
2855,2310.07860v2,"Generalized extremal branes, AdS/CMT (Anti-de Sitter/Conformal Field Theory), Holographic superconductors, AdS/CFT (Anti-de Sitter/Conformal Field Theory), Black branes, Coefficients of response and transport, Holographic Weyl anomaly, Bound current, AdS_4-Reissner-Nordström black brane, Electrical DC conductivity"
2856,2310.07841v1,"Asymptotic freedom, Projectable Horava gravity, Renormalization group flow, Marginal operators, Lifshitz scaling, Fixed points, Ultraviolet, Infrared, General relativistic form, Gravitational coupling"
2857,2310.07823v3,"Holography, Scalar fluctuations, Glueball spectra, d'Alembertian operator, AdS soliton, Confining gravity dual backgrounds, RG flow, Multitrace deformations, UV theory, Breitenlohner-Freedman bound"
2858,2310.07763v1,"Attractor saddles, Black hole index, Microstates, Supergravity, Supersymmetric black holes, Entropy, Euclidean spinning black holes, Free energy, BPS mass, String theory index"
2859,2310.07755v2,"Double copy relation, String theory, Amplitudes, One-loop, Kawai-Lewellen-Tye (KLT), Open string, Closed string, Gravitational amplitudes, Loop momentum, Generically"
2860,2310.07761v1,"Elliptic Calabi-Yau threefolds, F-theory compactifications, Non-minimal elliptic fibers, Kodaira singularities, Log Calabi-Yau spaces, Blow-ups, Open chains, Hirzebruch surface base spaces, Gauge algebra, Infinite-distance limits"
2861,2310.07708v1,"Species scale, Modular invariance, Quantum Gravity (QG) cut-off, Swampland Program, Moduli spaces, Duality symmetries, Asymptotic behaviours, Infinite towers of light states, Higher curvature corrections, String Theory"
2862,2310.07703v1,"Argyres-Douglas theories, Seiberg-Witten solution, 𝒩=2 super-Yang-Mills theory, hypermultiplets, Picard-Fuchs equations, Kähler potential, superconformal fixed point, Coulomb branch operators, scaling dimensions, moduli dual"
2863,2310.07624v1,"3d theories, M5-branes, Gauge theories, Chern-Simons levels, Lagrangian defects, M-theory/IIB string duality, D5-branes, Chiral multiplets, Wilson loop operators, Mirror dualities"
2864,2310.07601v2,"Modular transform, Free fermion, Generalised Gibbs ensemble (GGE), KdV charge, Weight four quasi primary field, Generating function, Power partitions, Conjecture, Finite number of charges, Infinite number of charges"
2865,2310.07559v1,"Near-horizon limit, Near-extremal black holes, Scalar probe, Myers-Perry black hole, Angular momenta, Riemann P-symbols, Confluent Heun special function, Boundary conditions, Kerr/CFT correspondence, Stationary black holes"
2866,2310.07556v2,"Geometrically constrained multifield models, BNRT solutions, Lagrangian density, Equations of motion, First-order formalism, Mediator functions, Kink solution, Coordinate redefinition, Compactification, Orbit parameter"
2867,2310.07533v3,"Thermal transition, QCD, Partial deconfinement, Large-N QCD, Completely-confined phase, Completely-deconfined phase, SU(3) gauge group, Lattice configurations, Polyakov loop, Instanton condensation"
2868,2310.07499v1,"Signal detection, Stochastic ergodicity breaking, Data science, Noise corruption, Field-theoretical methods, Equilibrium Boltzmann distributions, ℤ_2-symmetry breaking, Stochastic field framework, Model A, Renormalization group"
2869,2310.07457v1,"Geometric quantum mechanics, Neutrino oscillations, B^0-B^0 oscillations, Nambu Quantum Mechanics, Deformation parameters, Canonical Quantum Mechanics, Energy eigenstate, Atmospheric neutrino oscillation data, Belle experiment, Interference phenomena"
2870,2310.07385v1,"Three-dimensional quantum electrodynamics (QED_3), N_f fermion flavors, Bosonic QED_3, Infra-red fixed point, Dimensional regularization, Critical exponents, Next-to-leading order, Covariant gauge, Dynamical mass generation, Phase structure"
2871,2310.07213v2,"Quantum theory of gravity, Species scale, Einstein action, Black hole, Effective field theory, Supersymmetry, Moduli space, Validity, Computation, Bounds"
2872,2310.06961v2,"Translation twists, Operator-bounded energy inequality, Twist operators, Symmetries, Modular tools, Chiral fermion field, Spectrum condition, Energy density, Two-dimensional, Twist generator"
2873,2310.06895v2,"Global anomalies, Bordism, Non-supersymmetric strings, Quantum gravity, Green-Schwarz mechanism, Anomalies, Adams spectral sequence, Sugimoto, SO(16)^2, NS5-brane"
2874,2310.06888v1,"Regge behaviors, Dispersion relations, EFT coefficients, Scattering amplitudes, Complex scalars, T-channel dominance, Massless exchanges, Gauge field, Weak gravity conjecture, Global U(1) symmetry"
2875,2310.06820v1,"Calabi-Yau threefold, hypersurfaces, Gopakumar-Vafa invariants, algebraic invariants, triangulations, reflexive polytopes, simply connected, equivalence classes, Wall data, non-toric flops"
2876,2310.06768v3,"Supersymmetric N=1, Jackiw-Teitelboim gravity, Spectral form factor, Non-perturbative effects, τ-scaling limit, Gravitational genus expansion, Bosonic theory, Perturbative sum over genera, Chiral gaussian ensemble, Resurgence theory"
2877,2310.06716v2,"Evanescent particles, Unruh-DeWitt detector, Massive scalar field, Energy quantization, Emission spectrum, Emission probability, Absorption probability, Propagating particles, Energy deposition, Particle interaction"
2878,2310.06507v4,"Quantum mechanics, Complex line bundle, Connection A_ħ, Schrödinger equation, Relativistic phase space, Dirac spinor bundle, Free relativistic quarks and leptons, Elementary fermions, Virtual particles, Coherent states"
2879,2310.06438v1,"Rotating BTZ, Massless scalar field, Spectral Form Factor (SFF), Dip-Ramp-Plateau structure, Grand-canonical partition function, Extremality, WKB-approximation, Classical stress-tensor, Back-reaction, Angular momenta"
2880,2310.06317v1,"Black hole phase transition, D3-D7 model, Fermionic spectral functions, Probe fermion, Finite density, Temperature dependence, Decay rate, Critical temperature, First order phase transition, Drude model"
2881,2310.06146v1,"Gauge-invariant, Higgs model, Composite operators, Spectral density functions, Yang-Mills theories, SU(N) YM model, Abelian Higgs model, Nielsen identities, Tadpole graphs, Local gauge-invariant composite operators"
2882,2310.06115v2,"AdS_4 solution, DGKT solution, Scale-separated, F_4-flux parameter, Warped compactification, Massive type IIA supergravity, Backreacted solution, Flux quantization, Mass spectrum, Conformal dimensions"
2883,2310.06054v1,"Perturbative Method, Mutual Information, Thermal Entropy, Scalar Quantum Fields, Correlation Matrix, Field Operator, Spherical Regions, Expansion, Thermal Field, Small Temperature Limit"
2884,2310.06048v3,"Regularized Weyl double copy, Sourced Weyl double copy, Spinorial version, Kerr-Schild, Anti-de Sitter (AdS), Lifshitz black holes, Strongly coupled gauge theories, Finite temperature, AdS/CFT correspondence, Holography"
2885,2310.06042v1,"Thermal QCD, Chiral perturbation theory, Chiral expansion, Confinement-deconfinement phase transition, Non-renormalization, Rotating QGP, Reissner-Nordström black holes, Multiple horizons, Multiverse, Schwarzschild de-Sitter black hole"
2886,2310.06041v2,"Conformal field theory, Data analysis, Super-Yang-Mills, Strong coupling, Planar 4D, Integrability, AdS Virasoro-Shapiro amplitude, OPE coefficients, Kaluza-Klein (KK-)towers, Leading order"
2887,2310.06040v2,"Flux vacua, Mirror octic, Flux numbers, Type IIB orientifold-compactification, Moduli space, Complete scan, Literature, Techniques, Boundary regions, Results"
2888,2310.06038v1,"Metric perturbations, Noncommutative gravity, Hopf algebra, Noncommutative differential geometry, Deformed Hopf algebra, Drinfeld twist, Noncommutative corrections, Gravitational perturbation theory, Schwarzschild background, Regge-Wheeler potential"
2889,2310.06027v1,"Scattering amplitudes, Goldstone bosons, Effective Field Theory (EFT), Analytic amplitudes, Crossing-symmetric, Unitary amplitudes, Non-perturbative Regge trajectories, Numerical amplitudes, S-matrix bootstrap technology, Massless particles"
2890,2310.06019v1,"Cosmological lingering, Inflation, Singularity problem, Hagedorn temperature, Null Energy Condition (NEC), Phase space, Spatial curvature, General Relativity, Cosmic Microwave Background, String theory"
2891,2310.06021v2,"Cobordism, String landscape, Bubble of nothing, Gravitational instantons, End-of-the-world (ETW) brane, 4d EFT description, Witten bubble, Calabi-Yau orientifold, O3/O7 planes, Deficit angle"
2892,2310.06012v1,"Narain CFTs, Ensemble, Central charge, Chern-Simons theories, Holographic duality, Additive codes, Handlebody topologies, Level-k (U(1) × U(1))^n Chern-Simons theory, Narain theories, Hecke operators"
2893,2310.06014v2,"Quantum black holes, Spacelike curvature singularities, 2D solutions, 3D solutions, Quantum BTZ solutions, Dilaton potential, Higher-dimensional theory, Rotating BTZ black hole, Quantum effects, Strong cosmic censorship"
2894,2310.06015v1,"ModMax oscillator, Quantization, Modified Maxwell theory, Spacetime dimension, Propagator, Laplace equation, Cylindrical coordinates, Conserved charges, Canonical quantization, Path integral"
2895,2310.05912v4,"Black hole interior, State dependence, Modular translation, Hamiltonian, Conjugation, Thermofield double, Type II algebra, Boundary-dressed times, Poincare BTZ black hole, Singularity"
2896,2310.05909v2,"Calabi-Yau manifolds, Diffeomorphism classes, Kreuzer-Skarke list, Smooth Calabi-Yau threefolds, Torsion-free cohomology, Hodge numbers, Triple intersection form, Second Chern class, Reflexive polytopes, Picard number"
2897,2310.05901v2,"Trans-Planckian Censorship Conjecture (TCC), axion-like fields, decay constants, Swampland conjectures, string-theoretic arguments, reduced Planck mass, axion-driven inflation, e-foldings, scalar spectral tilt, axion quintessence"
2898,2310.05880v2,"Hitchin map, Coulomb branch geometries, Class S theories, Hitchin systems, Type-D, Nilpotent orbit, Integrable system, Finite group, Tame Hitchin, Special nilpotent orbit"
2899,2310.05838v1,"M-theory, F-theory, Compactifications, Non-abelian gauge fields, Charged matter, M2-branes, Vanishing cycles, Chern-Simons form, Non-abelian gauge symmetry, ADE gauge symmetries"
2900,2310.05832v2,"Gravitational radiation, Kerr black holes, On-shell amplitudes, Post-Minkowskian orders, Memory effect, Scattering objects, Spin orders, Anti-aligned spins, Next-to-leading-order, Compton-amplitude"
2901,2310.06005v1,"Field momentum, Dirac string, Magnetic monopole-electric charge system, Angular momentum, Electromagnetic fields, Coulomb electric field, Solenoidal magnetic field, Hidden momentum, Center-of-energy theorem, 't Hooft-Polyakov monopole"
2902,2310.05626v3,"β-ensembles, Generating function, Connected correlators, β-deformed Gaussian, Wishart-Laguerre matrix models, Transformation properties, Virasoro constraints, Recursion formula, Generalized Catalan numbers, Higher genus Catalan polynomials"
2903,2310.05610v2,"Dimensional regularization, Renormalization, Minimal subtraction, Renormalization constants, ε-poles, Powers of lnΛ/μ, Renormalization group functions, β-function, Anomalous dimension, 't Hooft pole equations"
2904,2310.05575v3,"Axion Electrodynamics, two-dimensional slab, Casimir effect, dielectric medium, permittivity, permeability, electromagnetic fields, rotation angle, Casimir force, conducting plates"
2905,2310.05522v1,"massive spin-3/2 field, partially massless spin-2 field, consistent interactions, Stueckelberg formulation, action principle, cubic vertices, unitary gauge, minimal coupling, gravity, partially massless graviton"
2906,2310.05460v2,"Robinson-Trautman solutions, Scalar hair, Ricci flow, Einstein's gravity, Massless scalar field, Petrov-type II, SO(3), ISO(2) or SO(1,2) symmetry, N=2 gauged supergravity, Wormhole, Spacetime singularity"
2907,2310.04932v2,"Celestial Holography, Flat space hologram, Conformal Field Theory (CFT), Soft limits of scattering, Infinite dimensional symmetry enhancements, Asymptotic symmetry group, Bulk spacetime, Bulk-boundary dual pair, Twisted holography, Encyclopedia of Mathematical Physics"
2908,2310.04665v4,"AdS_3 Einstein Gravity, Boundary Description, Cosmological Constant, CFTs (Conformal Field Theories), Modular Symmetry, Holography, Topological Theory, Renormalizability, Quantum Regime, Weyl Transformation"
2909,2310.04532v2,"Thermodynamics, Kerr spacetime, Black hole, Degeneracy, Canonical partition function, Gravitational path integral, Entropy, Spherical symmetry, Rotational zero modes, String theory"
2910,2310.04488v3,"Quantum gravity, Black holes, Species scale, Planck scale, Effective field theories, Swampland Distance Conjecture, Moduli space, Higher derivative corrections, Stretched horizon, D0-branes"
2911,2310.04405v3,"Spinning waveforms, Five-point amplitudes, Gravitational waveform, Kerr black holes, Schwarzschild black hole, Compton amplitude, Black-hole perturbation theory, Contact terms, Gravitational memory, Classical spin"
2912,2310.04392v2,"Anomalous dimensions, 𝒩=4 SYM , Correlator , Lagrange operator , Renormalised operators , Hexagon computation , Super Yang-Mills theory , Conjugate two-excitation operators , Planar one-loop , su(2) sector"
2913,2310.04245v2,"Branes, JT gravity, Group theory, End-of-the-world (EOW) brane amplitudes, BF gauge theory, Discrete series character, Supersymmetric, Representation theory, OSp(2|2,ℝ), PSU(1,1|2)"
2914,2310.04206v2,"False vacuum decay, Relativistic scalar field, Asymmetric double-well potential, Nonequilibrium quantum field theory, Two-particle irreducible (2PI) quantum effective action, Large-N expansion, Classical-statistical field theory simulations, Real-time decay rates , Time-dependent effective potential, Quantum evolution equations"
2915,2310.04193v1,"Cosmological horizon, Thermodynamics, Entropy, Low-dimensional gravity, Stretched horizon holographic picture, AdS/CFT, De Sitter, Matrix model, Geodesics, Edge-mode theories"
2916,2310.04131v2,"Antisymmetric Tensor Field, Local Conformal Symmetry, Gauge Invariance, Fermions, Renormalizability, One-loop Divergences, Asymptotic Freedom, Self-interactions, Masses, Flat Spacetime Limit"
2917,2310.04050v2,"Holographic Schwinger effect, Gauge/gravity correspondence, Anisotropic background, Dynamical exponent, Particle-antiparticle pairs, Potential energy, Potential barrier, Schwinger effect, Transverse direction, Top-down model"
2918,2310.03797v1,"Asymptotic symmetries, SU(2) Yang-Mills-Higgs theory, Hamiltonian formulation, Higgs field, Asymptotic structure, Electromagnetism, Scalar fields, Yang-Mills fields, Global electric and magnetic charges, Boost symmetries"
2919,2310.03784v3,"Gapped phases, Non-invertible symmetries, (1+1)d dimensions, Fusion category symmetries, Symmetry Topological Field Theory (SymTFT), Gapped boundary, Symmetry breaking pattern, Order parameters, String order parameters, Euler completion"
2920,2310.03732v2,"Solvable ensembles, Random matrices, Multimatrix models, Complex matrices, Unitary matrices, Coupling, Orthogonal ensembles, Symplectic ensembles, Partition functions, Integrable equations"
2921,2310.03532v3,"Gravitational radiation, Kerr black hole, Warped conformal symmetries, Covariant phase space, Diffeomorphism, Horizon, Retarded Green's function, Absorption probability, Scalar perturbations, Holographic calculations"
2922,2310.03496v4,"S-move matrix, NS sector, N=1 super Liouville field theory, modular transformations, one-point toric conformal blocks, Neveu-Schwarz sector, explicit expression, fusion matrix, integral identities, supersymmetric hyperbolic gamma functions"
2923,2310.03483v1,"Relativistic dynamics, Moving mirrors, CFT_2 (Conformal Field Theories in 2 dimensions), Quantum backreaction, Black holes, Trajectory, Perfect mirror, Energy-momentum, Vacuum states, Averaged Null Energy Condition"
2924,2310.03430v2,"Celestial description, Eikonal amplitude, Scattering, Massless scalars, Soft gravitons, Near-horizon region, Schwarzschild black hole, Conformal field theory, Effective field theory, Ultraviolet (UV) and infrared (IR) behavior"
2925,2310.03416v4,"Island formula, Black holes, Wald-like entropy, Generalized entropy, Hawking radiation, Jackiw-Teitelboim gravity, Russo-Susskind-Thorlacius model, Conformal scalars, Dilaton-gravity theories, Page curve"
2926,2310.03332v3,"Giant graviton expansions, Superconformal index, 4d orbifold/orientifold theories, N=4 U(N) SYM, Orbifold and orientifold theories, Quiver gauge theory, Toric Calabi-Yau 3-fold, Calabi-Yau, Simple-sum expansion, Wrapping numbers"
2927,2310.03215v3,"Non-Hermitian, Soliton, Fermions, Affine Toda model, Topological charges, Continuum of bound state modes (CBM), Exceptional points (EPs), Integrability, Quantum states, Topological phases"
2928,2310.03167v1,"Heavy-ion collisions, Gubser flow, Carroll hydrodynamics, Quark-gluon plasma, Spacetime dynamics, Boost and rotation invariance, Special conformal transformations, Ultrarelativistic nature, Relativistic hydrodynamics, Hydrodynamic derivative corrections"
2929,2310.03100v1,"Causal diamonds, (2+1)-dimensional gravity, Reduced phase space quantization, Cosmological constant, Diff^+(S^1), Group-theoretic quantization, Isham's group-theoretic quantization scheme, BMS_3 group, Virasoro group, Planck length"
2930,2310.03076v2,"Singularity, Shock wave, Schwarzschild-AdS black hole, Penrose diagram, Holographically, Boundary two-point function, Ingoing geodesics, Analytic continuation, Thermal product formula, Correlators"
2931,2310.03070v2,"Nonlocal Lagrangian fields, Second Noether theorem, Non-commutative U(1) gauge theory, Lagrangian formalism, Noether's theorem, Hamiltonian, Quantization, Nonlocal Lagrangians, Extended theorem, Practical utility"
2932,2310.02837v2,"Extra dimensions, Cosmological constant problem, Massive scalar field, Higher-dimensional spacetime, Dirichlet boundary conditions, Scale-invariant theory, Zero-point energy, Uncertainty principle, Dark energy, Quantum fluctuations"
2933,2310.02793v1,"Hyperelliptic families, 4d 𝒩=2 SCFT, Seiberg-Witten geometries, Special Kähler condition, Quasi-homogeneous hyperelliptic families, Complex algebraic surface, Isolated singularity, SW geometry, Mini-versal deformations, Conformal gauge theory"
2934,2310.02769v2,"Self-duality, Conformal supersymmetry, Townsend-MacDowell-Mansouri form, SU(2,2|N) gauge connection, Matter fields, Adjoint representation, Gravitational instantons, Torsion, Taub-NUT/Bolt-AdS metric, Eguchi-Hanson metric"
2935,2310.02682v3,"Entropy, Flat Space Cosmologies, Celestial dual, (2+1)D flat gravity, Schwarzian type action, Pseudo-Goldstone Bosons, BMS_3 algebra, Semiclassical entropy, Anomalous symmetry breaking, Phase space"
2936,2310.02639v1,"Bilinear superintegrability, Monomial matrix models, Pure phase, Schur functions, Deformation, Contour-dependent permutation matrix, Trilinear averages, N-dependent factors, Selection rule, Non-trivial-core Schur functions"
2937,2310.02587v1,"R-matrix formulation, qq-characters, Frenkel-Reshetikhin deformed W-algebras, Ding-Iohara-Miki (DIM) algebra, Fock representations, Web of 5-branes, Geometric engineering, Quiver gauge theory, Elliptic uplifts, A_n type"
2938,2310.02516v4,"Bare coupling, N-component scalar, Asymptotic freedom, Large N, Quantum field theories, Continuum limit, Thermal partition function, Landau pole, Positive coupling constant, Quantum triviality"
2939,2310.02490v2,"Cosmological correlators, Effective field theories, Positivity bounds, Causality, Unitarity, Classical statistical inequalities, Multi-field inflation, Suyama-Yamaguchi inequality, Anomalous dimensions, Two-point statistics"
2940,2310.02472v1,"Dynamical Lorentz symmetry breaking, Quartic self-interaction, Chemical potential, Temperature, Generating functional approach, Effective potential, Matsubara formalism, Gap equations, Second-order phase transitions, Self-interacting fermions"
2941,2310.02313v2,"Bekenstein-Hawking entropy, BTZ black hole, Kalb-Ramond flux, Bosonic string theory, Winding condensate, AdS_3, Correlation functions, PSL(2,ℂ) gauge group, Conformal transformations, Replica trick"
2942,2310.02189v2,"Gravitational path integrals, Quantum-corrected Ryu-Takayanagi (RT) entropy, UV-completion, Asymptotically anti-de Sitter quantum gravity, Von Neumann algebras, Hilbert space, Entropies, Quantum gravity path integral, Density matrices, String field theory"
2943,2310.02186v1,"Celestial CFT correlation functions, Conformal inversions, Boost eigenstates, Shadow transformed boost eigenstates, Massless extrapolate dictionary, Null infinity, Light cone, Hyperbolic foliation, Boundary correlators, S-matrix"
2944,2310.02182v2,"B-RNS-GSS Type II superstring, Ramond-Ramond backgrounds, RNS and GS worldsheet variables, Type II superstring, Curved backgrounds, BRST charge, N=(1,1) superconformal generators, Type II supergravity equations of motion, Type IIB superstring, AdS_5× S^5 background"
2945,2310.02101v1,"Path Integral, Gravitational Effective Action, Euclidean gravitational path integral, Riemann tensor, Microcanonical ensemble, Saddle point approximation, Quasilocal energy constraint, Schwarzschild-de Sitter geometry, Quantum corrections, Entropy"
2946,2310.02096v1,"Rényi entropy, Surface defects, Six dimensions, Supersymmetric Rényi entropy, Conformal map, Heat kernel approach, Background field, (2,0) theories, Large N limit, Free fields"
2947,2310.02092v1,"Axio-Chameleons, Multi-field screening mechanism, Scalar-tensor theories, Two-derivative interactions, Axion, Brans-Dicke style dilaton, Macroscopic matter sources, Chameleon models, Low-energy EFT, Equivalence-principle tests"
2948,2310.01940v3,"Thermal transition, QCD (Quantum Chromodynamics), Partial deconfinement, Large-N gauge theories, Lattice configurations, Polyakov line, Haar-random distribution, Character expansion, Fundamental representation, Instanton condensation"
2949,2310.01925v1,"Black hole, Graviton, Quantum gravity, Thought experiment, Virtual graviton, Momentum, Planck scale, Propagator, Feynman diagram, Ultraviolet-finite"
2950,2310.01890v2,"Holographic dual, Quantum spin chain, Chern-Simons, Gauge fields, Charged scalar field, Thermodynamic quantities, Integrability, Three-dimensional black hole backgrounds, Quantum many-body systems, Theoretical framework"
2951,2310.01823v2,"Integrability, Large-charge sectors, 2D EFTs, O(2)-symmetric, Asymptotically-free theories, Charge density, Dynamical scale, Higher-spin conserved currents, Effective Lagrangian, Chemical potential"
2952,2310.01702v3,"Conformal-like symmetry, Massless fermions, Four-dimensional de Sitter space, Spin-s ≥ 3/2, Tensor-spinors, Gauge potentials, Conformal Killing vectors, Field equations, Field strength tensor-spinors, Unitary Irreducible Representations (UIRs)"
2953,2310.01654v1,"Analytic continuation, Supersymmetry, Quantum field theory, Planck constant, Perturbative string theory, Lorentzian, Euclidean, Replica method, Matrix models, Defect"
2954,2310.01525v2,"Amplitudes, Analytic Wavefunctions, Field-theoretic wavefunction, de Sitter spacetime, Minkowski spacetime, FLRW spacetime, Feynman integral, Energy-fixing kernel, Singularities, Anomalous thresholds"
2955,2310.01494v1,"Scalars, Self-energies, Weakly interacting, De Sitter space, Infrared divergences, Euclidean de Sitter space, Renormalizable theory, UV divergences, Heavy field, Cosmological collider signal"
2956,2310.01492v2,"Gauss operators, Quantization, Yang-Mills theories, Gauge fixing, Local Gauss Law, Feynman quantization, Quantum Electrodynamics, Lorentz covariance, Gauge covariant conservation laws, Local gauge transformations"
2957,2310.01489v1,"Moore-Tachikawa varieties, 2D TFT, Hyperkähler quotient, Bordism operators, Lack of reparametrisation-invariance, Riemann surface, Drinfeld center, Composite class S theories"
2958,2310.01484v2,"Complexity, Quantum theories, Logical information, Parameter-dependent physical observables, Effective Lagrangians, O-minimal structure, Mathematical logic, UV completion, Pfaffian o-minimal structures, Sharply o-minimal structures"
2959,2310.01474v3,"Subsystem symmetry, Symmetry topological field theory (SymTFT), 2-foliated BF theory, Subsystem ℤ_N symmetry, Kramers-Wannier, Jordan-Wigner dualities, Subsystem SL(2,ℤ_2) symmetry, Condensation defects, Twist defects, Fusion rule"
2960,2310.01476v2,"Massive fermions, Axion strings, Chiral excitations, Superconductivity, Dirac mass, Phase structure, Delocalization, Anomaly inflow, Effective theory, Gauge field"
2961,2310.01335v2,"Kinematical Lie algebras, Lie algebra expansion method, Semigroups, Ultra-relativistic algebras, AdS algebra, Chern-Simons gravity action, Spacetime dimensions, Non-Lorentzian theories, Relativistic algebra, Chern-Simons action"
2962,2310.01051v3,"Quantum matrix geometry, M(atrix) theory, Level projection, Non-commutative scheme, Gauged quantum mechanics, Coset space, Nambu geometries, Quantum Nambu algebra, Fuzzy structures, Yang-Mills matrix models"
2963,2310.00991v3,"Shock waves, Holography, N=4 super Yang-Mills fields, Entangled quarks, ER=EPR conjecture, Quark dynamics, Gravity dual, String worldsheet theory, AdS black hole, Wormhole"
2964,2310.00951v1,"Quantisation, Gauge-invariant models, Bosonic fields, Higher-spin, Zinoviev, Formulation, Faddeev-Popov, Minkowski space, Singh-Hagen model, Integer-spin field"
2965,2310.01451v1,"Scalar field, Brane-world, Coupling with gravity, Kinetic term, Background spacetime, Five-dimensional, Effective potential, Minkowski brane, de Sitter brane, Anti-de Sitter brane"
2966,2310.00883v1,"Fermionic, Axially symmetric system, Nonlinear spinor field, Maxwell fields, Mass gap, Charge gap, Magnetic moment, Electric charge, Electron/positron, Compton wavelength"
2967,2310.00848v1,"Kerr black holes, Loop corrections, Thermodynamics, Near-extreme charged black holes, NHEK metric, Path integral, Euclidean partition function, Quantum corrections, Schwarzian model, Ground state degeneracy"
2968,2310.00784v1,"Logarithmic sector, Critical cosmological topologically massive gravity, Urn scheme, Hoppe urn model, Pólya-like urn construction, Markov process, Partition function, Permutations, Random walk, Symmetric group"
2969,2310.00770v2,"Fluxes, Landau-Ginzburg model, Type IIB string theory, Orientifold, Vector problem, Solution, Class, Backgrounds, Shortest vector, Model"
2970,2310.00520v1,"Scalar-Graviton Amplitudes, Celestial Holography, Scattering amplitudes, Conformal dimension, Gravitons, Celestial correlators, Divergences, Mellin transform, CFT correlators, Soft theorem"
2971,2310.00485v2,"Topology, Geometry, Elliptic Feynman amplitudes, 2-loop amplitude, Bhabha scattering, QED (Quantum Electrodynamics), Analytic structure, Hyperbolic Coxeter groups, Arithmetic geometries, Elliptic curves"
2972,2310.00391v1,"Yang-Mills fields, anti-de Sitter spaces, non-compact gauge group, conformal invariance, SU(1, 1), Minkowski spacetime, Abelian, non-Abelian, hyperboloid, AdS4"
2973,2310.00320v3,"de Sitter space, extremal surfaces, time entanglement, AdS (anti-de Sitter space), space-time rotations, entropy relations, analytic continuation, replica formulation, Wavefunction, pseudo-entropy"
2974,2310.00069v2,"Absorption, Energy, Event horizon, Scattering amplitudes, Post-Minkowskian, Point-particle, Schwarzschild black hole, Massless scalar, Gravitational field, Worldline Schwinger-Keldysh calculations"
2975,2310.00045v1,"Wilson lines, Conformal gauge theories, Renormalization group flows, Screening cloud, Emergent length scale, Massless scalar, Supersymmetric Yang-Mills theory, Chern-Simons-Matter theories, Graphene, Electric-magnetic duality"
2976,2310.00048v3,"Quantum Field Theory, Large N techniques, Non-relativistic, Neutron matter, Scalar field theory, Four dimensions, Non-perturbative, Weak-coupling expansions, Quantum mechanics, Parameter regions"
2977,2309.17435v1,"Okubo algebra, Okubonions, Quantum chromodynamics (QCD), Unit element, Automorphism group SU(3)_𝒪, Octonions, Gluons, Gauge bosons, Color symmetry, Asymptotic freedom"
2978,2309.17429v2,"Kerr black holes, Post-Minkowskian expansion, Spinning particles, Gravitational Compton amplitudes, Analytic waveform, Three-point coupling, Radiative observables, Compact body, Gauge-invariant representation, Kovacs-Thorne waveform"
2979,2309.17369v1,"Noncommutative field theory, Gauge theory, Quantum mechanics, Derivations-based differential calculus, Moyal spacetime, Noncommutative spacetime symmetries, U(1) gauge theory, λ-Minkowski, gφ^4 scalar field theory, Twist approach"
